Term	Ont	N	DE	P.DE	FDR	ratio
GO:0002396	MHC protein complex assembly	BP	13	5	7.58060623747323e-08	6.4190519908867e-06	0.384615384615385
GO:0002501	peptide antigen assembly with MHC protein complex	BP	13	5	7.58060623747323e-08	6.4190519908867e-06	0.384615384615385
GO:0002486	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway, TAP-independent	BP	13	5	7.58060623747323e-08	6.4190519908867e-06	0.384615384615385
GO:0050830	defense response to Gram-positive bacterium	BP	61	8	8.4460249487669e-08	7.12348469290047e-06	0.131147540983607
GO:0032946	positive regulation of mononuclear cell proliferation	BP	114	10	9.84467998182905e-08	8.27030942030809e-06	0.087719298245614
GO:0002399	MHC class II protein complex assembly	BP	6	4	1.02983244807058e-07	8.58355249070282e-06	0.666666666666667
GO:0002503	peptide antigen assembly with MHC class II protein complex	BP	6	4	1.02983244807058e-07	8.58355249070282e-06	0.666666666666667
GO:0031348	negative regulation of defense response	BP	218	13	1.13674662307793e-07	9.43766122144465e-06	0.0596330275229358
GO:0045824	negative regulation of innate immune response	BP	88	9	1.16367906971228e-07	9.60499602002808e-06	0.102272727272727
GO:0002476	antigen processing and presentation of endogenous peptide antigen via MHC class Ib	BP	14	5	1.17045919318118e-07	9.60499602002808e-06	0.357142857142857
GO:0002484	antigen processing and presentation of endogenous peptide antigen via MHC class I via ER pathway	BP	14	5	1.17045919318118e-07	9.60499602002808e-06	0.357142857142857
GO:0006911	phagocytosis, engulfment	BP	43	7	1.20367792637284e-07	9.8396040950494e-06	0.162790697674419
GO:0043299	leukocyte degranulation	BP	64	8	1.2402410925094e-07	1.00996491111858e-05	0.125
GO:0009967	positive regulation of signal transduction	BP	1481	35	1.3904031283616e-07	1.12792473626708e-05	0.0236326806212019
GO:0006897	endocytosis	BP	657	22	1.52352471340163e-07	1.2312165117353e-05	0.0334855403348554
GO:0032722	positive regulation of chemokine production	BP	66	8	1.58459659567271e-07	1.27572030471317e-05	0.121212121212121
GO:0061756	leukocyte adhesion to vascular endothelial cell	BP	45	7	1.66918897255928e-07	1.33875254425566e-05	0.155555555555556
GO:0048522	positive regulation of cellular process	BP	5092	77	1.69457815159054e-07	1.35400616668817e-05	0.0151217596229379
GO:0002283	neutrophil activation involved in immune response	BP	15	5	1.74266887017568e-07	1.38721663545745e-05	0.333333333333333
GO:0045069	regulation of viral genome replication	BP	67	8	1.78554514196359e-07	1.41604389728709e-05	0.119402985074627
GO:0032635	interleukin-6 production	BP	122	10	1.87251566039731e-07	1.47401658689201e-05	0.0819672131147541
GO:0032675	regulation of interleukin-6 production	BP	122	10	1.87251566039731e-07	1.47401658689201e-05	0.0819672131147541
GO:1903900	regulation of viral life cycle	BP	96	9	2.48086389138854e-07	1.94569303127572e-05	0.09375
GO:0030881	beta-2-microglobulin binding	MF	16	5	2.51599650854237e-07	1.96571745715256e-05	0.3125
GO:0033627	cell adhesion mediated by integrin	BP	70	8	2.52489350617601e-07	1.96571745715256e-05	0.114285714285714
GO:0070887	cellular response to chemical stimulus	BP	1889	40	2.65745113442282e-07	2.0613673872636e-05	0.0211752249867655
GO:0002573	myeloid leukocyte differentiation	BP	235	13	2.71200750547651e-07	2.09603663714173e-05	0.0553191489361702
GO:0030546	signaling receptor activator activity	MF	321	15	2.81834676842237e-07	2.15867235692369e-05	0.0467289719626168
GO:0060337	type I interferon-mediated signaling pathway	BP	71	8	2.8235198796687e-07	2.15867235692369e-05	0.112676056338028
GO:0071357	cellular response to type I interferon	BP	71	8	2.8235198796687e-07	2.15867235692369e-05	0.112676056338028
GO:1902105	regulation of leukocyte differentiation	BP	279	14	3.04503162808059e-07	2.31968108326971e-05	0.050179211469534
GO:0046631	alpha-beta T cell activation	BP	162	11	3.06537154748333e-07	2.32683595965038e-05	0.0679012345679012
GO:0030155	regulation of cell adhesion	BP	685	22	3.11883227947378e-07	2.358991504197e-05	0.0321167883211679
GO:0002753	cytoplasmic pattern recognition receptor signaling pathway	BP	203	12	3.9238241509824e-07	2.95733895407731e-05	0.0591133004926108
GO:0002700	regulation of production of molecular mediator of immune response	BP	133	10	4.20613044829044e-07	3.15890800522844e-05	0.075187969924812
GO:0002526	acute inflammatory response	BP	75	8	4.34058966033191e-07	3.24841171270051e-05	0.106666666666667
GO:0099024	plasma membrane invagination	BP	52	7	4.66296454887412e-07	3.47742626392177e-05	0.134615384615385
GO:0098553	lumenal side of endoplasmic reticulum membrane	CC	18	5	4.86232710526948e-07	3.61342308725166e-05	0.277777777777778
GO:0001960	negative regulation of cytokine-mediated signaling pathway	BP	77	8	5.33036392139735e-07	3.94744093328847e-05	0.103896103896104
GO:0150076	neuroinflammatory response	BP	78	8	5.89365331244417e-07	4.33438434265358e-05	0.102564102564103
GO:0042102	positive regulation of T cell proliferation	BP	78	8	5.89365331244417e-07	4.33438434265358e-05	0.102564102564103
GO:0002685	regulation of leukocyte migration	BP	174	11	6.27454983454952e-07	4.5985959373626e-05	0.0632183908045977
GO:0016032	viral process	BP	254	13	6.5854610423362e-07	4.80987591044033e-05	0.0511811023622047
GO:0002275	myeloid cell activation involved in immune response	BP	80	8	7.17420287917591e-07	5.18641183653077e-05	0.1
GO:0002367	cytokine production involved in immune response	BP	80	8	7.17420287917591e-07	5.18641183653077e-05	0.1
GO:0002718	regulation of cytokine production involved in immune response	BP	80	8	7.17420287917591e-07	5.18641183653077e-05	0.1
GO:0043300	regulation of leukocyte degranulation	BP	35	6	7.25439596972124e-07	5.22660786238831e-05	0.171428571428571
GO:0001802	type III hypersensitivity	BP	3	3	7.70501266664937e-07	5.47700131160421e-05	1
GO:0001803	regulation of type III hypersensitivity	BP	3	3	7.70501266664937e-07	5.47700131160421e-05	1
GO:0001805	positive regulation of type III hypersensitivity	BP	3	3	7.70501266664937e-07	5.47700131160421e-05	1
GO:0002470	plasmacytoid dendritic cell antigen processing and presentation	BP	3	3	7.70501266664937e-07	5.47700131160421e-05	1
GO:0060761	negative regulation of response to cytokine stimulus	BP	81	8	7.89891585157599e-07	5.59611858364654e-05	0.0987654320987654
GO:0042379	chemokine receptor binding	MF	36	6	8.63945953072647e-07	6.10043431448705e-05	0.166666666666667
GO:0033106	cis-Golgi network membrane	CC	20	5	8.66857882652003e-07	6.10072762843896e-05	0.25
GO:0010647	positive regulation of cell communication	BP	1676	36	9.12382569032118e-07	6.39992710303916e-05	0.0214797136038186
GO:0023056	positive regulation of signaling	BP	1677	36	9.25493335378091e-07	6.46667156659792e-05	0.0214669051878354
GO:0050671	positive regulation of lymphocyte proliferation	BP	112	9	9.27982886897697e-07	6.46667156659792e-05	0.0803571428571429
GO:0042554	superoxide anion generation	BP	37	6	1.02336614041344e-06	7.10804704194354e-05	0.162162162162162
GO:0045576	mast cell activation	BP	59	7	1.12674212584151e-06	7.76783378228755e-05	0.11864406779661
GO:0002675	positive regulation of acute inflammatory response	BP	21	5	1.1293218399957e-06	7.76783378228755e-05	0.238095238095238
GO:0048020	CCR chemokine receptor binding	MF	21	5	1.1293218399957e-06	7.76783378228755e-05	0.238095238095238
GO:0048018	receptor ligand activity	MF	312	14	1.1646413754739e-06	7.98493154655558e-05	0.0448717948717949
GO:0010324	membrane invagination	BP	60	7	1.26578942579948e-06	8.62278476151995e-05	0.116666666666667
GO:0002228	natural killer cell mediated immunity	BP	60	7	1.26578942579948e-06	8.62278476151995e-05	0.116666666666667
GO:0030098	lymphocyte differentiation	BP	364	15	1.37930210408782e-06	9.36603415983468e-05	0.0412087912087912
GO:0005764	lysosome	CC	519	18	1.39475021311417e-06	9.44077102851226e-05	0.0346820809248555
GO:0000323	lytic vacuole	CC	520	18	1.43350932732198e-06	9.67231975965125e-05	0.0346153846153846
GO:0032602	chemokine production	BP	88	8	1.49511847096655e-06	0.000100243684485562	0.0909090909090909
GO:0032642	regulation of chemokine production	BP	88	8	1.49511847096655e-06	0.000100243684485562	0.0909090909090909
GO:0002687	positive regulation of leukocyte migration	BP	119	9	1.5467892398399e-06	0.000103057863647515	0.0756302521008403
GO:0002832	negative regulation of response to biotic stimulus	BP	119	9	1.5467892398399e-06	0.000103057863647515	0.0756302521008403
GO:0031410	cytoplasmic vesicle	CC	1866	38	1.55253606131178e-06	0.000103117504522252	0.0203644158628081
GO:0006959	humoral immune response	BP	120	9	1.65921656080796e-06	0.000109859778141472	0.075
GO:0097708	intracellular vesicle	CC	1872	38	1.67983173197927e-06	0.000110879328048098	0.0202991452991453
GO:0019079	viral genome replication	BP	90	8	1.77531556302464e-06	0.000116819061846828	0.0888888888888889
GO:0051241	negative regulation of multicellular organismal process	BP	1015	26	1.80517256548658e-06	0.000118417091687814	0.025615763546798
GO:0005797	Golgi medial cisterna	CC	23	5	1.83987976779312e-06	0.000120322475645154	0.217391304347826
GO:0031982	vesicle	CC	1969	39	2.15676951656525e-06	0.000140613433451159	0.0198070086338243
GO:0070106	interleukin-27-mediated signaling pathway	BP	11	4	2.18552596227832e-06	0.000142052503982457	0.363636363636364
GO:1904894	positive regulation of receptor signaling pathway via STAT	BP	42	6	2.22324201474002e-06	0.000144063371284404	0.142857142857143
GO:0030101	natural killer cell activation	BP	66	7	2.43745258456029e-06	0.000157463882164876	0.106060606060606
GO:0050853	B cell receptor signaling pathway	BP	43	6	2.56424864535128e-06	0.00016415825514547	0.13953488372093
GO:0032613	interleukin-10 production	BP	43	6	2.56424864535128e-06	0.00016415825514547	0.13953488372093
GO:0032653	regulation of interleukin-10 production	BP	43	6	2.56424864535128e-06	0.00016415825514547	0.13953488372093
GO:0019058	viral life cycle	BP	203	11	2.85476684830565e-06	0.000182136118588692	0.0541871921182266
GO:0036037	CD8-positive, alpha-beta T cell activation	BP	25	5	2.862212459237e-06	0.000182136118588692	0.2
GO:0050794	regulation of cellular process	BP	8715	107	2.91733374579169e-06	0.000185089586367333	0.0122776821572002
GO:0032501	multicellular organismal process	BP	5733	80	2.92989942481945e-06	0.000185333578497359	0.0139542996685854
GO:0032731	positive regulation of interleukin-1 beta production	BP	44	6	2.94670222197884e-06	0.000185843350225336	0.136363636363636
GO:0002440	production of molecular mediator of immune response	BP	165	10	3.02839139192301e-06	0.00018968169122455	0.0606060606060606
GO:0001796	regulation of type IIa hypersensitivity	BP	4	3	3.06110944245886e-06	0.00018968169122455	0.75
GO:0001798	positive regulation of type IIa hypersensitivity	BP	4	3	3.06110944245886e-06	0.00018968169122455	0.75
GO:0002885	positive regulation of hypersensitivity	BP	4	3	3.06110944245886e-06	0.00018968169122455	0.75
GO:0002892	regulation of type II hypersensitivity	BP	4	3	3.06110944245886e-06	0.00018968169122455	0.75
GO:0002894	positive regulation of type II hypersensitivity	BP	4	3	3.06110944245886e-06	0.00018968169122455	0.75
GO:0140677	molecular function activator activity	MF	913	24	3.0757979724072e-06	0.000190037820074252	0.0262869660460022
GO:0002712	regulation of B cell mediated immunity	BP	45	6	3.37436119501314e-06	0.000207279401268235	0.133333333333333
GO:0002889	regulation of immunoglobulin mediated immune response	BP	45	6	3.37436119501314e-06	0.000207279401268235	0.133333333333333
GO:0045639	positive regulation of myeloid cell differentiation	BP	98	8	3.38743831032588e-06	0.000207483037024975	0.0816326530612245
GO:0033631	cell-cell adhesion mediated by integrin	BP	26	5	3.51745956312762e-06	0.000214212279526402	0.192307692307692
GO:0098576	lumenal side of membrane	CC	26	5	3.51745956312762e-06	0.000214212279526402	0.192307692307692
GO:0097696	cell surface receptor signaling pathway via STAT	BP	132	9	3.666209036813e-06	0.00022263316248121	0.0681818181818182
GO:0005773	vacuole	CC	618	19	4.09681786367127e-06	0.000248073409898773	0.0307443365695793
GO:0043235	receptor complex	CC	348	14	4.17603623807262e-06	0.000251692094508344	0.0402298850574713
GO:0005765	lysosomal membrane	CC	300	13	4.19210508402906e-06	0.000251692094508344	0.0433333333333333
GO:0098852	lytic vacuole membrane	CC	300	13	4.19210508402906e-06	0.000251692094508344	0.0433333333333333
GO:0032728	positive regulation of interferon-beta production	BP	47	6	4.38146512466119e-06	0.000262320168336757	0.127659574468085
GO:0043122	regulation of canonical NF-kappaB signal transduction	BP	256	12	4.48858191150511e-06	0.00026797842681778	0.046875
GO:1902107	positive regulation of leukocyte differentiation	BP	173	10	4.62744826787764e-06	0.000273199404126309	0.0578034682080925
GO:1903708	positive regulation of hemopoiesis	BP	173	10	4.62744826787764e-06	0.000273199404126309	0.0578034682080925
GO:0062207	regulation of pattern recognition receptor signaling pathway	BP	173	10	4.62744826787764e-06	0.000273199404126309	0.0578034682080925
GO:0045807	positive regulation of endocytosis	BP	173	10	4.62744826787764e-06	0.000273199404126309	0.0578034682080925
GO:0044406	adhesion of symbiont to host	BP	13	4	4.66767128476877e-06	0.000274810763120431	0.307692307692308
GO:0018108	peptidyl-tyrosine phosphorylation	BP	174	10	4.87135029741563e-06	0.000286010163594673	0.0574712643678161
GO:0098586	cellular response to virus	BP	48	6	4.96958183778776e-06	0.000290973808210306	0.125
GO:0005774	vacuolar membrane	CC	356	14	5.42335786322289e-06	0.000316670461606976	0.0393258426966292
GO:0019955	cytokine binding	MF	105	8	5.68498394414977e-06	0.000331037393832765	0.0761904761904762
GO:0018212	peptidyl-tyrosine modification	BP	178	10	5.96191646333317e-06	0.00034621467899367	0.0561797752808989
GO:0050864	regulation of B cell activation	BP	107	8	6.54380106441506e-06	0.000378969885076506	0.0747663551401869
GO:0002437	inflammatory response to antigenic stimulus	BP	51	6	7.12935693777144e-06	0.000409533384744308	0.117647058823529
GO:0061900	glial cell activation	BP	51	6	7.12935693777144e-06	0.000409533384744308	0.117647058823529
GO:0032732	positive regulation of interleukin-1 production	BP	51	6	7.12935693777144e-06	0.000409533384744308	0.117647058823529
GO:0098657	import into cell	BP	897	23	7.6499481552046e-06	0.000438253364125926	0.0256410256410256
GO:0002720	positive regulation of cytokine production involved in immune response	BP	52	6	7.99845178336502e-06	0.000456986812375376	0.115384615384615
GO:0040011	locomotion	BP	1102	26	8.04707440364607e-06	0.00045853222352572	0.0235934664246824
GO:0032102	negative regulation of response to external stimulus	BP	319	13	8.150717132646e-06	0.000463196101436519	0.0407523510971787
GO:0070971	endoplasmic reticulum exit site	CC	31	5	8.75448945338196e-06	0.000496181116912481	0.161290322580645
GO:0002431	Fc receptor mediated stimulatory signaling pathway	BP	15	4	8.78379581056049e-06	0.000496518074887374	0.266666666666667
GO:0030217	T cell differentiation	BP	274	12	8.96223157085647e-06	0.000505260662617993	0.0437956204379562
GO:1902533	positive regulation of intracellular signal transduction	BP	1044	25	9.58900665341903e-06	0.000539165998443831	0.0239463601532567
GO:0050688	regulation of defense response to virus	BP	54	6	9.99442318175598e-06	0.000560478813469767	0.111111111111111
GO:0045637	regulation of myeloid cell differentiation	BP	189	10	1.01171601543631e-05	0.000565868741896931	0.0529100529100529
GO:1904892	regulation of receptor signaling pathway via STAT	BP	82	7	1.05231546901291e-05	0.000587031836703422	0.0853658536585366
GO:0060284	regulation of cell development	BP	786	21	1.07738070224322e-05	0.000599441084960139	0.0267175572519084
GO:0002695	negative regulation of leukocyte activation	BP	151	9	1.09922392786742e-05	0.000609997529057287	0.0596026490066225
GO:0032755	positive regulation of interleukin-6 production	BP	83	7	1.14045480842896e-05	0.00063122985672784	0.0843373493975904
GO:0007155	cell adhesion	BP	1197	27	1.18833059898736e-05	0.000656020222100712	0.0225563909774436
GO:0007249	canonical NF-kappaB signal transduction	BP	282	12	1.19719603251207e-05	0.000659202188471803	0.0425531914893617
GO:0032733	positive regulation of interleukin-10 production	BP	33	5	1.20483172258237e-05	0.00066169233673813	0.151515151515152
GO:0007259	cell surface receptor signaling pathway via JAK-STAT	BP	119	8	1.43476807257672e-05	0.000785942283880042	0.0672268907563025
GO:0061760	antifungal innate immune response	BP	17	4	1.50968060438125e-05	0.000812432055290019	0.235294117647059
